lambda_,t,N
1.620469e+00,9.921171e-01,1.664948e-01
8.689953e-01,9.518722e-01,4.221183e-01
1.917891e+00,9.243749e-01,1.658750e-01
2.535877e-01,4.020723e-01,8.565411e-01
3.978714e-01,9.285649e-01,6.916201e-01
8.328605e-01,2.016998e+00,2.566046e-01
1.318956e-01,8.956620e-01,9.321503e-01
8.288225e-01,2.832943e+00,1.172734e-01
1.730349e+00,9.074955e-01,2.519928e-01
2.679447e-01,6.284451e-01,8.257726e-01
1.240502e-01,4.731085e-01,9.405222e-01
1.051621e+00,2.381668e+00,9.791429e-02
7.774562e-01,3.303058e-02,9.412529e-01
1.678819e+00,1.212563e+00,1.344554e-01
1.184431e+00,1.832122e+00,1.454026e-01
1.175586e-01,2.380500e+00,7.604130e-01
1.910407e-01,2.940689e+00,5.096225e-01
1.158628e-01,2.606557e+00,7.755337e-01
3.872598e-01,2.329307e+00,4.053293e-01
1.310680e+00,4.758712e-02,9.235585e-01
1.004770e+00,1.742658e+00,2.173683e-01
5.742170e-01,1.371582e+00,4.453594e-01
1.032684e+00,4.775381e-02,9.556412e-01
9.009562e-01,1.723233e+00,1.633604e-01
1.761798e-01,1.694739e+00,7.170655e-01
1.075566e+00,4.689248e-02,8.988297e-01
4.259986e-01,1.556121e+00,5.054089e-01
1.594436e+00,9.231170e-01,2.334344e-01
9.276101e-01,1.792672e+00,1.718208e-01
9.459072e-01,1.810992e+00,1.468037e-01
1.302206e+00,5.458551e-01,4.737886e-01
8.310441e-01,1.642925e+00,3.007400e-01
1.742482e+00,2.221299e+00,2.044302e-02
1.714885e+00,8.179240e-01,2.776797e-01
1.503301e+00,1.537235e+00,1.002987e-01
7.824467e-01,2.008550e+00,2.057513e-01
1.426577e+00,5.356379e-01,4.446945e-01
1.457841e+00,1.133396e+00,1.939044e-01
9.436641e-01,2.892993e+00,2.542535e-02
1.061375e+00,5.727203e-01,5.562112e-01
1.380881e+00,6.684946e-01,3.658167e-01
1.745418e+00,1.535053e+00,9.849512e-02
1.457131e+00,1.238339e-01,8.287006e-01
1.140226e+00,7.351921e-01,4.220939e-01
1.027011e+00,2.333531e+00,6.181355e-02
1.306768e+00,1.246860e+00,1.597660e-01
4.937555e-01,2.224692e+00,3.206880e-01
3.267659e-01,1.681857e+00,5.885879e-01
1.032799e+00,1.795839e+00,1.552966e-01
9.376015e-01,6.624065e-01,5.721595e-01
1.089995e+00,1.893787e+00,5.930643e-02
4.538331e-01,2.756177e+00,3.478304e-01
1.066988e+00,7.471083e-02,9.337340e-01
1.280867e+00,8.538467e-01,2.934051e-01
1.539489e+00,1.444491e+00,1.192643e-01
1.264660e+00,1.014783e+00,3.248499e-01
7.548601e-01,7.140554e-01,5.574500e-01
7.168844e-01,1.207457e+00,4.259510e-01
1.940671e+00,1.509711e+00,6.423178e-02
9.022074e-01,1.321082e+00,3.008345e-01
1.764246e+00,1.269717e+00,1.142495e-01
2.473483e-01,2.162075e+00,5.889259e-01
7.916180e-01,9.290729e-02,9.465912e-01
3.716474e-01,2.095700e+00,4.768376e-01
8.544943e-01,2.802986e+00,1.247850e-01
5.278856e-01,2.628000e+00,2.561192e-01
1.761447e+00,2.731080e+00,3.395488e-02
1.139030e+00,7.007573e-03,9.564988e-01
1.033887e+00,2.989596e+00,2.916638e-02
1.719899e+00,2.120665e+00,4.803334e-02
1.475625e+00,2.789546e+00,3.110844e-02
3.804089e-01,8.379048e-01,7.069899e-01
1.625482e+00,8.121983e-01,2.795340e-01
6.457913e-01,1.370364e+00,4.282442e-01
2.512557e-01,1.194653e+00,7.418830e-01
4.528410e-01,4.372058e-01,7.707155e-01
1.710838e+00,2.476912e-02,9.510100e-01
1.138901e+00,2.363525e+00,1.121251e-01
1.174805e-01,3.540933e-01,9.147102e-01
3.419565e-01,9.716415e-01,7.323633e-01
1.515018e+00,2.324769e+00,-3.920932e-02
1.470589e-01,1.074315e+00,8.142853e-01
9.067363e-01,1.834048e+00,1.750402e-01
7.633441e-01,1.273172e+00,4.231022e-01
7.191604e-01,1.501665e+00,3.086901e-01
1.097488e+00,2.969059e+00,5.734995e-02
1.738322e+00,1.762050e+00,3.828767e-02
2.147277e-01,1.771923e+00,6.918433e-01
1.060402e+00,1.928941e+00,1.258441e-01
7.352921e-01,1.950711e+00,2.743310e-01
4.921796e-01,3.207050e-01,7.931393e-01
7.023224e-01,7.753393e-01,6.043776e-01
2.792643e-01,2.922365e+00,4.825552e-01
1.916051e+00,2.024761e+00,-1.287813e-02
1.267299e+00,2.891557e+00,-2.248358e-02
1.290787e-01,8.489798e-01,9.083326e-01
1.973839e+00,1.139479e+00,1.007958e-01
1.642267e+00,2.194663e+00,1.080894e-01
1.212049e-01,3.287735e-01,9.416456e-01
1.265646e+00,8.777405e-01,3.559928e-01
1.984551e+00,1.273868e+00,3.442962e-02
2.495624e-01,2.787602e+00,4.991338e-01
1.612783e+00,1.683557e+00,5.619542e-02
1.615168e-01,2.917010e+00,6.191880e-01
1.338653e-01,1.356267e+00,8.522437e-01
6.385321e-01,1.138970e+00,4.888639e-01
1.259091e+00,8.644199e-01,3.294717e-01
2.364785e-01,1.112416e+00,7.702059e-01
1.993476e+00,2.999943e-01,5.578146e-01
1.175933e+00,1.792559e+00,7.624412e-02
8.282981e-01,4.071103e-01,6.485669e-01
1.949008e+00,1.830070e+00,7.107262e-02
1.136549e+00,1.626959e+00,1.828840e-01
1.897172e+00,1.000547e+00,1.792183e-01
8.385520e-01,1.963737e+00,2.356728e-01
1.654005e+00,1.459431e+00,7.495064e-02
9.499285e-01,2.573616e+00,9.493318e-02
3.401361e-01,2.132994e+00,4.638082e-01
8.588317e-01,6.342781e-01,5.891115e-01
1.289697e-01,2.801310e+00,6.390891e-01
1.615039e+00,2.314130e-02,9.586390e-01
2.033520e-01,2.521076e+00,5.691011e-01
3.944497e-01,1.663742e-01,9.438824e-01
1.522199e+00,1.933744e+00,7.315067e-02
1.018245e+00,2.696673e+00,5.060990e-02
1.022998e+00,2.489393e+00,9.531954e-02
9.396349e-01,1.593398e+00,2.602108e-01
1.591942e+00,1.958894e+00,4.902991e-02
1.790337e+00,6.629591e-01,2.734564e-01
1.589328e+00,2.403864e+00,5.129315e-02
1.430849e+00,2.042225e+00,2.260340e-02
1.750186e+00,2.444216e+00,7.759806e-03
4.493212e-01,2.999530e-01,8.989722e-01
2.814230e-01,1.283392e+00,7.301313e-01
1.697118e+00,3.867683e-01,5.032585e-01
7.604419e-01,1.900749e+00,2.374529e-01
1.622588e+00,7.381126e-01,3.055914e-01
5.966335e-01,2.795918e+00,1.546312e-01
1.180602e-01,1.309125e+00,8.397402e-01
6.906838e-01,2.424326e+00,2.422990e-01
3.728600e-01,7.466378e-02,9.526110e-01
1.351276e+00,2.267062e+00,1.174271e-01
1.639670e+00,7.746221e-02,8.887691e-01
1.666357e+00,1.239299e+00,1.197737e-01
1.980916e+00,8.735587e-01,2.132064e-01
1.853106e+00,1.941801e+00,5.775897e-02
1.352062e+00,6.654264e-01,3.536344e-01
1.430388e+00,1.830896e+00,7.433910e-02
1.730698e+00,7.506672e-01,3.195638e-01
1.201033e+00,1.401384e+00,1.401458e-01
8.230525e-01,1.312012e+00,3.579098e-01
1.549673e+00,5.455587e-01,4.714054e-01
1.604800e+00,2.818137e+00,-5.949208e-03
1.163405e+00,1.940657e+00,7.182761e-02
6.857910e-01,1.692565e+00,2.510459e-01
1.141091e+00,2.541815e+00,1.981836e-02
1.372283e+00,2.014971e+00,5.256681e-02
1.081544e+00,8.052501e-01,4.334937e-01
1.027644e+00,1.558460e+00,2.105444e-01
1.183859e+00,1.634123e+00,1.853666e-01
1.185998e+00,2.249580e+00,1.175564e-01
1.608986e+00,2.748782e-01,6.482110e-01
1.488284e+00,9.010076e-01,2.636555e-01
1.362272e+00,8.909262e-01,3.244219e-01
1.962496e+00,1.081033e+00,9.344727e-02
1.016004e+00,2.988165e+00,5.995959e-02
6.608994e-01,1.556554e+00,2.817122e-01
1.563910e+00,2.377926e+00,9.442485e-02
1.014711e+00,3.106931e-01,7.797052e-01
1.945389e+00,5.949226e-01,3.503822e-01
8.946503e-01,1.080103e+00,3.655064e-01
1.272872e+00,3.763945e-01,6.642445e-01
8.807945e-01,9.705217e-01,3.966414e-01
1.306822e+00,8.597356e-01,2.959303e-01
1.148001e+00,2.344339e+00,4.818106e-02
5.674018e-01,1.664057e+00,4.209175e-01
3.958047e-01,2.035206e+00,4.190086e-01
1.075611e+00,2.458291e+00,9.059396e-02
8.765215e-01,1.871608e+00,1.655085e-01
5.271305e-01,2.386736e+00,2.683542e-01
7.348063e-01,2.523568e+00,2.132089e-01
1.552655e+00,1.479587e-01,7.842229e-01
2.915054e-01,1.226981e-01,9.824274e-01
1.012912e+00,6.725434e-02,9.014059e-01
5.354617e-01,7.203385e-01,6.389897e-01
4.885842e-01,1.743571e+00,4.340102e-01
1.572374e+00,7.327292e-01,2.888657e-01
8.247204e-01,2.353121e+00,7.240127e-02
3.805376e-01,1.310078e+00,6.106121e-01
1.686219e+00,1.342194e+00,1.189249e-01
1.729687e+00,1.256541e+00,9.024909e-02
1.058524e+00,7.221830e-02,8.722599e-01
1.647311e-01,2.471452e+00,7.122832e-01
6.243309e-01,2.428411e+00,2.548000e-01
1.016445e+00,2.128384e+00,1.642325e-01
1.021798e+00,1.925576e+00,1.677253e-01
1.234613e+00,2.857633e-01,7.163982e-01
9.620458e-01,5.179932e-01,5.975095e-01
1.319354e+00,1.105424e+00,2.105882e-01
7.283891e-01,2.811569e+00,9.955850e-02
1.084281e+00,1.219300e+00,2.473066e-01
1.599319e+00,4.488640e-01,4.637936e-01
1.149660e+00,2.906366e+00,2.842020e-02
3.956533e-01,1.841997e+00,5.099272e-01
1.841638e+00,1.912667e+00,6.903294e-02
2.978796e-01,2.197422e-01,9.149638e-01
1.015152e+00,1.949125e+00,1.226345e-01
1.622433e+00,5.828255e-01,3.814930e-01
4.882701e-01,2.755596e+00,3.247331e-01
1.038048e+00,4.032178e-01,6.674520e-01
1.110339e+00,6.191473e-01,4.922758e-01
1.644902e+00,1.120382e+00,1.658399e-01
1.431102e+00,5.917942e-02,9.308642e-01
1.448281e+00,9.003762e-01,2.681492e-01
7.634882e-01,1.049793e+00,4.506865e-01
1.504100e+00,9.485094e-01,3.174353e-01
8.252298e-01,2.103820e+00,1.942019e-01
7.170877e-01,1.531969e+00,3.260046e-01
1.909073e+00,2.259182e+00,-1.829691e-02
9.196634e-01,9.846280e-01,3.873220e-01
1.922744e+00,2.873028e-01,6.149204e-01
8.680482e-01,7.092014e-01,5.331542e-01
1.288582e+00,2.489473e+00,2.349001e-02
1.855916e+00,2.243601e+00,3.455731e-02
1.832581e+00,2.137592e+00,-2.700309e-02
1.350458e+00,1.975406e+00,1.161851e-01
1.473019e-01,1.812839e-01,9.810427e-01
1.475527e+00,1.775176e+00,1.016475e-01
8.265870e-01,1.530589e+00,3.013437e-01
1.881422e+00,8.767448e-01,1.741819e-01
1.251941e+00,2.726503e+00,8.166107e-02
6.547263e-01,1.483556e+00,3.633072e-01
3.975464e-01,2.819873e+00,2.515259e-01
8.869696e-01,1.926214e+00,2.740091e-01
2.506632e-01,2.990173e-01,9.303615e-01
1.341546e+00,1.905956e+00,1.496369e-01
4.079840e-01,1.797762e+00,5.027387e-01
6.975289e-01,2.911258e+00,1.413358e-01
7.744663e-01,2.478901e+00,9.294151e-02
4.927879e-01,2.271505e+00,3.708007e-01
5.716774e-01,1.717177e+00,3.458838e-01
9.673856e-01,5.476030e-01,6.242275e-01
1.388742e+00,4.489093e-01,5.285765e-01
1.783288e+00,7.757592e-01,2.717975e-01
1.084454e+00,1.150234e+00,3.132682e-01
2.999575e-01,4.253909e-01,8.851932e-01
9.778019e-01,1.807759e-01,8.355148e-01
1.626443e-01,1.672224e+00,7.784933e-01
1.008289e+00,1.881712e+00,1.352238e-01
2.555035e-01,1.285198e+00,7.622089e-01
1.549627e+00,9.610236e-01,2.234117e-01
1.915799e+00,6.385707e-01,3.204060e-01
1.077811e+00,2.813500e+00,1.497420e-02
1.452404e+00,8.654780e-02,8.633780e-01
1.618589e+00,1.188497e+00,1.590268e-01
1.194612e+00,2.342491e+00,6.932012e-02
1.590709e+00,1.966268e+00,5.858086e-02
8.285577e-01,1.305618e-01,8.866762e-01
1.345852e+00,1.604614e+00,9.725030e-02
1.382998e+00,2.408585e+00,4.702906e-02
1.375210e+00,2.618457e+00,9.953319e-03
1.801681e+00,1.755591e+00,3.914515e-02
3.884126e-01,2.146999e+00,4.095355e-01
4.204756e-01,7.234493e-01,7.100088e-01
2.783237e-01,1.901642e+00,5.873421e-01
7.388853e-01,2.548833e+00,1.591162e-01
7.576345e-01,2.739491e+00,1.333998e-01
5.127410e-01,1.583454e+00,4.620042e-01
1.204377e+00,1.319347e+00,1.863590e-01
1.138099e-01,1.541224e+00,8.372680e-01
1.402557e+00,1.422383e+00,1.557666e-01
4.084778e-01,1.368072e+00,5.770771e-01
1.905749e+00,2.412675e+00,-3.198343e-03
1.989137e-01,1.380575e+00,7.436033e-01
3.855586e-01,1.864812e+00,4.956453e-01
1.383675e+00,1.751256e+00,9.206473e-02
8.236842e-01,2.778758e+00,1.111713e-01
6.082874e-01,9.505387e-01,5.227696e-01
1.866457e+00,9.456873e-01,1.039809e-01
1.727971e+00,7.939261e-01,1.739414e-01
1.232504e+00,4.892306e-01,5.415951e-01
3.220239e-01,2.668948e+00,4.292064e-01
2.725386e-01,9.774412e-01,7.844837e-01
1.688963e+00,1.343115e+00,6.104714e-02
1.864825e+00,1.287333e+00,7.518966e-02
4.997642e-01,1.955882e+00,3.762726e-01
1.116339e+00,2.322929e-01,7.418102e-01
4.121919e-01,9.119638e-01,7.192831e-01
9.314887e-01,3.285965e-01,7.335937e-01
1.193323e+00,8.361105e-01,3.614513e-01
1.757277e+00,2.580148e+00,-1.910162e-02
8.630769e-01,9.432462e-01,4.697213e-01
2.860527e-01,4.328356e-02,9.979068e-01
1.377400e+00,2.291381e+00,8.955550e-02
1.996339e+00,1.635309e+00,4.922416e-02
1.850754e+00,8.949417e-01,2.054319e-01
1.023860e+00,6.418257e-01,4.946465e-01
2.569986e-01,2.011433e+00,6.282467e-01
1.093776e+00,1.122755e+00,2.559066e-01
6.618614e-01,7.949454e-01,5.857649e-01
1.916638e+00,2.566631e-01,6.057637e-01
1.755713e+00,6.909042e-01,3.125824e-01
1.083240e+00,6.541993e-01,5.114620e-01
1.140277e+00,1.734737e+00,1.146679e-01
1.678177e+00,2.089420e+00,7.766339e-03
1.388998e-01,1.765094e+00,8.104955e-01
1.458845e-01,7.184920e-02,9.696431e-01
8.994956e-01,1.594057e+00,2.495190e-01
1.525509e+00,2.194844e+00,2.598122e-02
1.667529e+00,2.172148e+00,6.523302e-02
2.198677e-01,6.858714e-01,8.724613e-01
1.755312e+00,1.412816e+00,6.368264e-02
1.855575e+00,3.344765e-02,9.705800e-01
1.520762e+00,1.612870e+00,5.751445e-02
1.134645e+00,1.481062e+00,1.623942e-01
3.193556e-01,1.389063e+00,6.668988e-01
7.388271e-01,2.927879e-01,8.080902e-01
1.100494e+00,4.405284e-01,6.307620e-01
1.752959e+00,2.820558e+00,1.014791e-02
1.987698e+00,2.960030e+00,4.612863e-02
1.415978e+00,2.959998e+00,6.005342e-02
1.491981e+00,1.862337e+00,9.276154e-02
1.749675e+00,5.649586e-01,3.782473e-01
7.831246e-01,4.988910e-01,6.765015e-01
6.703745e-01,2.404227e+00,2.273353e-01
8.358105e-01,2.599848e+00,1.408639e-01
6.871098e-01,1.950253e+00,2.264622e-01
6.024406e-01,1.044872e+00,5.166298e-01
1.739420e+00,2.043249e+00,3.921934e-02
7.553165e-01,1.742358e-01,9.125756e-01
3.926880e-01,2.120774e+00,4.102860e-01
1.736430e+00,9.249370e-01,2.653953e-01
1.924349e+00,1.711088e+00,1.586752e-02
4.815014e-01,1.009842e+00,6.133474e-01
1.359665e+00,3.859988e-01,5.826093e-01
8.371376e-01,2.583282e+00,1.279450e-01
1.402483e+00,4.880951e-01,4.912952e-01
7.117607e-01,2.414837e-01,8.179706e-01
1.052478e+00,3.524238e-01,6.671278e-01
7.187055e-01,3.021511e-01,7.895399e-01
1.987222e+00,1.946188e+00,5.907973e-02
1.521110e-01,4.961491e-01,9.061501e-01
1.760559e+00,1.981550e+00,2.824265e-02
1.453811e+00,1.460330e-01,8.058313e-01
8.759149e-01,2.103153e+00,1.581668e-01
1.603141e+00,1.867712e+00,5.569565e-02
1.061985e+00,2.916085e+00,3.593570e-02
1.915228e+00,1.109852e+00,1.067221e-01
3.078375e-01,2.771360e+00,3.697358e-01
1.254149e+00,1.755193e+00,1.288929e-01
1.104872e-01,2.983123e-01,9.634450e-01
1.151508e+00,1.742544e+00,1.169411e-01
1.257130e+00,3.869224e-01,6.006825e-01
1.670353e+00,2.764993e+00,2.464566e-03
1.686348e+00,1.913839e+00,2.233610e-02
1.323232e+00,7.592409e-01,4.060781e-01
5.832765e-01,8.921897e-01,6.327805e-01
6.880888e-01,1.158387e+00,4.272209e-01
1.712174e-01,1.307511e+00,7.955837e-01
1.814222e+00,1.999091e+00,3.034036e-02
1.291019e-01,2.260042e+00,7.516321e-01
4.653784e-01,3.037458e-01,8.774067e-01
1.743379e-01,1.072944e+00,7.901829e-01
1.759318e+00,2.235406e+00,1.390064e-02
1.704495e+00,7.065641e-01,3.110413e-01
1.033180e+00,2.827349e+00,3.443847e-02
1.870271e+00,1.096607e+00,1.600808e-01
9.483512e-01,5.818806e-01,5.710721e-01
3.301846e-01,1.649910e+00,5.937477e-01
1.914330e+00,2.254675e+00,2.677671e-02
1.067969e-01,1.174488e+00,8.574128e-01
7.198695e-01,2.955597e+00,1.131497e-01
1.472817e+00,7.071222e-01,3.277635e-01
1.014304e-01,2.135682e+00,8.185943e-01
1.754504e+00,2.737704e+00,2.674659e-02
1.443560e+00,9.644454e-01,2.453936e-01
1.816980e+00,3.954655e-01,5.125408e-01
1.729571e-01,2.407753e+00,6.746200e-01
5.193935e-01,1.916852e+00,3.947782e-01
1.998307e+00,2.527517e+00,-1.269746e-02
5.810660e-01,2.733181e+00,1.724934e-01
1.050859e+00,1.516310e-01,8.981645e-01
1.947491e+00,2.161908e+00,3.790638e-02
1.052974e-01,4.879494e-01,9.530929e-01
5.097222e-01,1.400100e+00,5.050460e-01
8.388754e-01,1.076174e+00,4.128152e-01
8.692263e-01,2.856923e+00,6.818285e-02
1.828891e+00,9.023396e-01,1.485004e-01
1.207978e+00,1.975302e+00,4.601976e-02
1.930915e+00,1.281621e+00,1.286815e-01
1.433368e+00,2.350676e+00,2.872794e-02
1.065415e+00,1.381046e+00,2.166918e-01
1.736262e+00,1.203210e+00,1.098836e-01
1.199449e+00,2.235050e+00,1.081227e-01
6.447927e-01,2.930959e+00,1.050892e-01
9.931589e-01,5.359295e-01,6.075923e-01
1.451214e+00,2.680796e+00,1.355939e-02
9.684347e-01,1.881993e+00,2.005322e-01
9.507188e-01,2.943581e-01,7.599726e-01
1.717789e+00,2.352131e+00,-2.029421e-02
1.087190e+00,2.545309e+00,7.289937e-02
1.798711e+00,2.015084e+00,2.888866e-02
5.487721e-01,1.197736e+00,5.535691e-01
2.987141e-01,2.238816e+00,5.196073e-01
5.376440e-01,1.683857e-01,9.415966e-01
1.557641e+00,2.722497e+00,2.894114e-02
1.692326e+00,1.520629e+00,6.583598e-02
1.855317e+00,2.962681e+00,-2.381042e-02
4.876150e-01,1.446484e+00,4.472977e-01
3.889987e-01,1.082128e-01,9.305381e-01
8.865046e-01,2.280640e+00,1.689701e-01
1.994911e+00,8.167992e-02,8.586012e-01
1.437535e+00,1.270562e+00,2.036566e-01
3.955327e-01,2.409650e+00,4.107228e-01
6.286708e-01,1.963953e+00,2.967708e-01
7.742275e-01,2.154626e+00,1.504804e-01
7.135382e-01,2.789938e+00,1.610751e-01
3.664624e-01,2.458036e+00,4.234537e-01
1.069146e+00,5.556986e-01,5.381221e-01
4.309517e-01,4.475386e-01,8.452065e-01
3.931398e-01,1.283762e+00,5.772830e-01
1.749707e+00,2.003384e-01,6.759320e-01
1.126621e+00,2.026832e+00,1.041541e-01
1.666197e-01,6.845562e-01,8.509868e-01
1.355492e+00,2.417701e+00,3.173099e-02
1.948809e-01,1.524936e+00,6.799394e-01
1.891177e+00,8.553978e-01,1.779594e-01
1.331974e+00,2.741287e+00,-6.703464e-03
8.073755e-01,2.682152e+00,1.214892e-01
8.406227e-01,2.996221e+00,4.125416e-02
2.244653e-01,1.543797e+00,7.639053e-01
1.134012e+00,1.059156e+00,3.204904e-01
5.260922e-01,1.999250e+00,3.103229e-01
1.809045e+00,2.206139e+00,-3.829554e-03
1.553733e+00,1.278000e+00,1.494168e-01
1.063037e+00,1.634997e+00,1.775598e-01
9.443651e-01,2.526630e+00,8.100220e-02
8.937501e-01,1.881917e+00,1.788774e-01
5.393773e-01,2.444933e-01,8.976822e-01
8.488777e-01,1.461078e+00,2.929205e-01
7.711241e-01,1.739511e+00,2.624841e-01
1.566815e+00,1.088760e+00,1.647691e-01
1.434552e+00,5.420751e-01,4.821477e-01
1.334718e+00,2.063997e+00,6.357662e-02
7.998524e-01,9.686676e-01,4.606477e-01
1.855035e-01,2.452542e+00,6.373901e-01
1.057269e+00,2.627541e+00,8.372361e-02
5.902949e-01,7.125718e-01,6.687751e-01
1.969039e+00,8.042689e-01,1.891577e-01
1.721968e+00,1.355578e-01,7.844102e-01
7.901879e-01,2.053077e+00,2.226900e-01
3.033727e-01,3.899974e-01,9.387207e-01
1.340848e+00,2.842455e+00,6.202406e-02
9.702680e-01,5.034944e-01,5.655734e-01
1.101137e+00,2.388529e+00,4.237064e-02
1.999473e+00,2.640423e+00,4.421562e-02
1.312382e-01,2.259616e+00,7.542462e-01
9.754078e-01,2.716244e+00,9.295280e-02
1.594376e-01,1.377696e+00,7.907282e-01
6.518322e-01,1.700880e+00,3.041513e-01
3.076150e-01,6.788553e-01,8.202806e-01
1.978903e+00,2.771122e+00,-2.160400e-03
2.007104e-01,2.843949e+00,5.223535e-01
1.234101e+00,8.001331e-01,4.012264e-01
1.713708e+00,2.531275e+00,1.794186e-02
1.586551e+00,2.867863e+00,-7.465883e-03
5.792200e-01,2.312304e+00,2.213547e-01
1.920721e+00,1.791187e+00,-6.540753e-04
7.022641e-01,7.638334e-01,6.125534e-01
1.516193e+00,2.802718e+00,-8.369776e-03
1.041718e+00,6.421354e-01,4.556214e-01
1.321963e+00,1.964299e+00,1.137584e-01
1.945230e+00,2.205574e+00,3.739098e-03
1.116416e-01,1.311331e+00,8.661006e-01
1.202947e+00,1.198069e+00,2.547202e-01
7.993632e-01,2.990764e+00,8.211670e-02
1.794885e+00,2.951212e+00,1.490721e-02
3.779856e-01,2.309917e+00,4.013786e-01
1.531245e+00,2.975962e+00,4.242841e-02
1.565163e+00,1.491619e+00,1.170921e-01
1.100268e+00,2.327151e+00,9.231821e-02
1.616397e+00,2.563898e-01,6.935340e-01
6.725706e-01,1.534070e+00,3.324815e-01
2.020953e-01,1.877205e+00,6.746976e-01
1.766948e+00,2.063425e+00,4.762354e-02
5.994777e-01,1.984806e+00,3.368688e-01
1.149876e+00,2.383412e-01,7.730688e-01
4.605591e-01,2.972636e+00,2.095381e-01
4.726199e-01,2.190061e+00,3.876196e-01
2.804334e-01,1.894642e+00,5.721087e-01
1.156088e+00,1.265882e-01,8.559438e-01
1.945359e+00,8.637190e-01,2.118760e-01
1.936061e+00,1.572636e+00,5.390145e-02
1.902661e+00,7.217369e-01,2.965636e-01
1.756114e+00,2.305646e+00,1.273307e-02
5.125315e-01,1.063593e+00,5.899805e-01
1.024705e+00,1.703226e+00,1.785891e-01
1.943776e+00,2.938735e+00,3.031021e-02
3.010915e-01,2.470285e+00,4.780013e-01
1.368915e+00,2.656804e+00,2.939650e-02
1.435172e+00,2.069470e+00,1.388408e-01
1.303172e+00,2.944129e+00,-2.968474e-02
1.275167e+00,1.573202e+00,1.848032e-01
6.284971e-01,2.694540e+00,2.046596e-01
1.820752e+00,9.441573e-01,1.526511e-01
6.243017e-01,1.502714e+00,3.763197e-01
1.586961e+00,8.589928e-01,2.690018e-01
1.564098e+00,1.096685e+00,2.218750e-01
1.947916e+00,7.820604e-01,2.008933e-01
1.575300e+00,1.467207e+00,9.135187e-02
1.468225e+00,5.247945e-01,4.701715e-01
1.677280e+00,1.265080e+00,1.388689e-01
1.478555e+00,2.280167e+00,2.660686e-02
1.658772e+00,2.805861e+00,7.588368e-02
6.432789e-01,1.898639e+00,2.592733e-01
1.435568e+00,2.685810e+00,3.417482e-03
6.771875e-01,1.421959e+00,4.166872e-01
9.288625e-01,2.045117e+00,9.879325e-02
8.055922e-01,1.647275e+00,2.388585e-01
8.780614e-01,2.773315e+00,1.080334e-01
2.671476e-01,1.984814e+00,5.433843e-01
8.072101e-01,2.465963e-01,7.975148e-01
1.935712e+00,3.758221e-01,5.220756e-01
4.865718e-01,8.791550e-01,6.264276e-01
7.442725e-01,1.835284e+00,2.640030e-01
1.655534e+00,4.522769e-02,8.871001e-01
1.645844e+00,6.611406e-02,9.043210e-01
3.706336e-01,5.682981e-01,7.904335e-01
5.374399e-01,2.181201e+00,3.097284e-01
7.564444e-01,1.583718e+00,2.717593e-01
1.750101e+00,1.578423e+00,6.737534e-02
2.115548e-01,8.491788e-04,1.029045e+00
1.511646e+00,2.359885e+00,2.742175e-02
4.016030e-01,2.404975e+00,3.764712e-01
1.011356e+00,8.401091e-01,4.004474e-01
1.188617e+00,1.591735e+00,1.654598e-01
4.467013e-01,7.465006e-01,6.609863e-01
1.875540e+00,6.891954e-01,2.566649e-01
1.957336e+00,7.952031e-01,2.407529e-01
1.610870e+00,2.653233e+00,4.477692e-02
1.744582e+00,2.800743e+00,1.675734e-02
1.961504e+00,8.482341e-01,1.958769e-01
1.148313e+00,5.405257e-02,9.484455e-01
2.425262e-01,2.943454e+00,5.576716e-01
1.735313e+00,8.298312e-01,2.623843e-01
3.194439e-01,1.836303e+00,5.358341e-01
1.726840e+00,1.375269e+00,8.943423e-02
1.436655e+00,6.670379e-02,8.757994e-01
1.697416e+00,7.194538e-01,2.685422e-01
1.296028e+00,2.464198e+00,2.254990e-02
1.154164e+00,1.902249e+00,1.237962e-01
1.429000e+00,1.151217e+00,1.806369e-01
9.847618e-01,9.670268e-01,4.025926e-01
4.426041e-01,9.309377e-01,6.716258e-01
3.507313e-01,2.308581e+00,5.095739e-01
7.003188e-01,8.474739e-01,5.189765e-01
7.395280e-01,1.916893e+00,2.100932e-01
1.606334e+00,2.471965e+00,-1.190420e-02
1.374269e+00,1.987977e+00,7.826853e-02
1.126742e+00,1.723300e+00,1.494242e-01
2.073854e-01,2.315422e+00,6.521286e-01
1.078836e+00,6.682554e-01,4.739588e-01
1.040767e+00,2.601387e+00,7.884089e-02
1.621777e+00,1.427745e+00,4.829344e-02
2.865123e-01,3.583781e-01,8.879549e-01
6.112279e-01,2.392062e+00,2.652321e-01
1.776481e+00,1.063300e-01,7.896268e-01
8.395267e-01,2.005668e+00,1.268980e-01
3.444465e-01,5.738337e-01,7.736865e-01
6.954656e-01,1.466001e+00,3.903831e-01
2.230529e-01,4.698981e-01,9.184147e-01
5.411680e-01,2.761085e+00,2.273087e-01
